,verb,translation,english_pos
1339,samenpersen,compress,"['n', 'v', 'v']"
1340,nazien,check,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1341,omgooien,overturn,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1342,inrichten,furnish,"['v', 'v']"
1343,playbacken,miming,"['v', 'v']"
1344,proesten,snort,"['n', 'n', 'v', 'v', 'v', 'v']"
1345,bijkleuren,coloring,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1346,ontlopen,avoid,"['v', 'v', 'v', 'v', 'v']"
1347,stofstormen,dust storms,[]
1348,omruilen,exchange,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1349,gappen,gap,"['n', 'n', 'n', 'n', 'n', 'n', 'v']"
1350,tuiten,spout,"['n', 'v', 'v']"
1351,vingeren,fingering,"['n', 'n', 'v', 'v', 'v', 'v']"
1352,smeltoven,melting furnace,[]
1353,versperren,barricade,"['n', 'n', 'v', 'v', 'v']"
1354,versmaden,spurn,['v']
1355,ronken,throb,"['n', 'n', 'v', 'v', 'v']"
1356,glanzen,shine,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1357,besnijden,circumcise,"['v', 'v']"
1358,wegleggen,put away,[]
1359,tolueen,toluene,['n']
1360,ontwrichten,disrupt,"['v', 'v', 'v']"
1361,medeleven,compassion,"['n', 'n']"
1362,puzzelen,puzzling,"['v', 'v', 's', 's']"
1363,overheadkosten,overhead expenses,[]
1364,zuipen,to drink,[]
1365,emigreren,emigrate,['v']
1366,afleiden,distract,"['v', 'v']"
1367,alleen,only,"['s', 's', 'r', 'r', 'r', 'r', 'r', 'r', 'r']"
1368,winnen,to win,[]
1369,besluiten,decide,"['v', 'v', 'v', 'v']"
1370,klaarstomen,getting ready,[]
1371,aanbidden,to worship,[]
1372,uitleveren,deliver,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1373,rondbellen,call around,[]
1374,actualiseren,update,"['n', 'v', 'v', 'v']"
1375,toetsen,tests,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1376,registeren,register,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1377,zwellen,to swell,[]
1378,een-op-een,one on one,[]
1379,oppeppen,pep up,[]
1380,afhakken,to chop off,[]
1381,herinneren,remember,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1382,gluren,peep,"['n', 'n', 'v', 'v', 'v', 'v', 'v']"
1383,weglopen,walk away,[]
1384,verduisteren,darken,"['v', 'v', 'v']"
1385,ontvluchten,flee,['v']
1386,scharrelen,scrape,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1387,dooreten,keep eating,[]
1388,koorddansen,tightrope walking,[]
1389,boekbinden,bookbinding,['n']
1390,ijzerwaren,hardware,"['n', 'n', 'n']"
1391,omtrekken,outlines,"['n', 'n', 'n', 'v', 'v', 'v']"
1392,misprijzen,disdain,"['n', 'n', 'v', 'v']"
1393,kwetsen,hurt,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's']"
1394,onderkotsen,puking,"['n', 'v']"
1395,afbeulen,to wear out,[]
1396,vrijpleiten,to exonerate,[]
1397,uitvlakken,flatten,"['v', 'v', 'v']"
1398,tegenkomen,come across,[]
1399,sommeren,sum,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
1400,oproepen,calls,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1401,wegbrengen,take away,[]
1402,letten,pay attention,[]
1403,hijsen,hoisting,"['v', 'v', 'v']"
1404,beliegen,lie,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1405,veronderstellen,suppose,"['v', 'v', 'v', 'v', 'v']"
1406,afwezen,rejected,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
1407,hurken,squat,"['n', 'n', 'n', 'v', 'v', 'v', 's', 's']"
1408,flikken,cops,"['n', 'v', 'v']"
1409,terugkomen,coming back,[]
1410,irriteren,irritate,"['v', 'v', 'v']"
1411,plaatsnemen,take place,[]
1412,voornemen,intention,"['n', 'n', 'n']"
1413,aanhoren,hear,"['v', 'v', 'v', 'v', 'v']"
1414,doorzettingsvermogen,perseverance,"['n', 'n']"
1415,knappen,snap,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1416,deken,blanket,"['n', 'n', 'n', 'v', 'v', 's']"
1417,tien,ten,"['n', 'n', 's']"
1418,raadplegen,consult,"['v', 'v', 'v', 'v']"
1419,vangen,to catch,[]
1420,stilzetten,freeze,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1421,visioen,vision,"['n', 'n', 'n', 'n', 'n']"
1422,aanklagen,to sue,[]
1423,verdoen,waste,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
1424,afladen,unloading,"['n', 'v', 'v']"
1425,breken,break,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1426,verdommen,damn it,[]
1427,verhangen,hang,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1428,promoveren,to promote,[]
1429,inlassen,insert,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1430,groeien,to grow,[]
1431,afmatten,wear out,[]
1432,verklikken,tell,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1433,leven,life,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1434,opvangen,catch,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1435,navertellen,retelling,"['v', 'v', 'v']"
1436,mislukken,fail,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1437,gen,gene,['n']
1438,voortduren,continue,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1439,eindigen,end,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1440,afkeren,turn away,[]
1441,bezichtigen,view,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
1442,paardrijden,horse riding,[]
1443,schrobben,scrub,"['n', 'n', 'v', 'v', 'v', 's']"
1444,roosteren,roasting,"['n', 'v', 'v']"
1445,ogen,eyes,"['n', 'n', 'n', 'n', 'n', 'n', 'v']"
1446,masturberen,masturbate,"['v', 'v']"
1447,uitvinden,to invent,[]
1448,marcheren,marching,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1449,aanstoten,nudge,"['n', 'v', 'v']"
1450,rondzweven,floating around,[]
1451,verslinden,devour,"['v', 'v', 'v', 'v']"
1452,kreunen,moan,"['n', 'v']"
1453,beloeren,spy,"['n', 'n', 'v', 'v', 'v', 'v']"
1454,lijmen,glue,"['n', 'v', 'v']"
1455,staakt-het-vuren,ceasefire,[]
1456,thuishoren,belong,"['v', 'v', 'v', 'v', 'v', 'v']"
1457,aanspelen,play on,[]
1458,verleggen,move,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1459,doorkrijgen,pick up on,[]
1460,bukken,stoop,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1461,toestoppen,to stop,[]
1462,naderen,approaching,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 's']"
1463,hacken,hacking,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1464,infecteren,infect,"['v', 'v', 'v', 'v']"
1465,komen,come,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1466,afschrikken,scare,"['n', 'n', 'v', 'v']"
1467,chargeren,charge,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1468,noren,noren,[]
1469,ophoepelen,run away,[]
1470,inwonen,live in,[]
1471,zonderen,without,[]
1472,stortregenen,pouring rain,[]
1473,aanvangen,commence,"['v', 'v', 'v']"
1474,verafschuwen,detest,['v']
1475,opdringen,to impose,[]
1476,weghouden,keep away,[]
1477,cryogeen,cryogenic,['a']
1478,neerkijken,looking down,[]
1479,overspringen,skip,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1480,ensceneren,staging,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1481,dichtnaaien,sew up,[]
1482,binnensluipen,sneak in,[]
1483,samenhokken,coop together,[]
1484,verafgoden,idolize,['v']
1485,wennen,get used to,[]
1486,wemelen,teem,"['v', 'v']"
1487,hondeneten,dog food,[]
1488,sorteren,to sort,[]
1489,sjoemelen,cheating,"['n', 'v', 'v', 'v', 'v', 's', 's']"
1490,managen,manage,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1491,baken,beacon,"['n', 'n', 'n', 'v', 'v']"
1492,rondstrooien,scatter around,[]
1493,familieleven,family life,[]
1494,uitmaken,break up,[]
1495,opdonderen,get lost,[]
1496,uithoren,hear out,[]
1497,snuffelen,sniff,"['n', 'v', 'v']"
1498,droppen,drop,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1499,rondzwerven,roam around,[]
1500,vuilmaken,get dirty,[]
1501,binnenstormen,To rush in,[]
1502,machtigen,authorize,"['v', 'v']"
1503,bijtanken,refueling,"['n', 'v', 'v']"
1504,ontwijken,avoid,"['v', 'v', 'v', 'v', 'v']"
1505,oprapen,pick up,[]
1506,doorschieten,shoot through,[]
1507,toehappen,bite,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1508,bevoelen,feel,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1509,crashen,crash,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1510,ontbranden,ignite,"['v', 'v', 'v']"
1511,meelopen,walk along,[]
1512,bekeren,to convert,[]
1513,flossen,flossing,['v']
1514,luiden,chime,"['n', 'v']"
1515,verkrampen,cramping,"['v', 'v', 'v', 'v']"
1516,tippen,tipping,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1517,opdrinken,drink up,[]
1518,bekritiseren,criticize,"['v', 'v']"
1519,verjagen,dislodge,"['v', 'v', 'v']"
1520,stilvallen,come to a standstill,[]
1521,oplossen,to resolve,[]
1522,aanpappen,pick up,[]
1523,idealiseren,idealize,"['v', 'v']"
1524,hierbuiten,out here,[]
1525,linken,linking,"['v', 'v', 'v', 'v']"
1526,mallen,molds,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1527,discussiëren,to discuss,[]
1528,zoen,kiss,"['n', 'n', 'n', 'n', 'v', 'v']"
1529,aanvalswapen,assault weapon,[]
1530,rappen,rapping,"['v', 'v', 'v', 'v']"
1531,nuttigen,consume,"['v', 'v', 'v', 'v', 'v', 'v']"
1532,belonen,reward,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
1533,inrekenen,charge,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1534,downloaden,to download,[]
1535,brengen,bring,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1536,bren,bring,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1537,zoenen,kiss,"['n', 'n', 'n', 'n', 'v', 'v']"
1538,stilhouden,keep quiet,[]
1539,inrukken,push in,[]
1540,handlezen,palm reading,[]
1541,innen,collect,"['n', 'v', 'v', 'v', 'v', 'v', 's', 'r']"
1542,schoonwassen,wash clean,[]
1543,beschuldigen,to blame,[]
1544,kinderjaren,childhood,"['n', 'n']"
1545,vervalsen,falsify,"['v', 'v', 'v', 'v', 'v']"
1546,dankzeggen,say thanks,[]
1547,inhaleren,inhale,"['v', 'v']"
1548,indringen,penetrate,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1549,seponeren,dismiss,"['v', 'v', 'v', 'v', 'v', 'v']"
1550,springen,to jump,[]
1551,openen,to open,[]
1552,ontsluiten,unlocking,"['v', 'v', 'v']"
1553,keten,chain,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
1554,servicekosten,service fee,[]
1555,ontmoeten,Meet,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
1556,hergroeperen,regroup,"['v', 'v']"
1557,betrokkenen,involved,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's', 's', 's', 's']"
1558,modelleren,to model,[]
1559,benen,legs,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1560,koesteren,to cherish,[]
1561,nieten,staple,"['n', 'n', 'n', 'n', 'n', 'v', 's']"
1562,rondvliegen,flying around,[]
1563,grafkisten,coffins,"['n', 'v']"
1564,verzaken,renounce,"['v', 'v', 'v', 'v']"
1565,voorrijden,drive in front,[]
1566,aderlaten,phlebotomy,['n']
1567,verdenken,suspect,"['n', 'n', 'v', 'v', 'v', 's']"
1568,terugleiden,return,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1569,uitleven,let off steam,[]
1570,boenen,scrub,"['n', 'n', 'v', 'v', 'v', 's']"
1571,praktiseren,to practice,[]
1572,nakijken,check,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1573,fonkelen,twinkle,"['n', 'n', 'v', 'v']"
1574,slingeren,swing,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1575,uitnemen,take out,[]
1576,kwijnen,languish,"['v', 'v', 'v']"
1577,huishouden,household,['n']
1578,archiveren,to archive,[]
1579,geilen,horny,"['s', 's', 's']"
1580,voortkomen,emerge,"['v', 'v', 'v', 'v', 'v']"
1581,kaarten,Cards,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
1582,kalkoen,Turkey,"['n', 'n', 'n', 'n', 'n']"
1583,duimendraaien,thumb twisting,[]
1584,aanpoten,pawing,"['v', 'v']"
1585,oppoetsen,brush up,[]
1586,teleurstellen,disappoint,['v']
1587,rantsoen,ration,"['n', 'n', 'v', 'v']"
1588,vermoeien,tire,"['n', 'v', 'v', 'v', 'v']"
1589,armworstelen,arm wrestling,[]
1590,uitschelden,name calling,[]
1591,omkopen,bribe,"['n', 'v']"
1592,detoneren,detonate,"['v', 'v']"
1593,ophijsen,lifting,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1594,kussen,To kiss,[]
1595,sollen,mess around,[]
1596,porren,to poke,[]
1597,overladen,overcharged,"['v', 'v']"
1598,bijtsporen,bite marks,[]
1599,losdraaien,loosen,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1600,fouilleren,search,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1601,dunken,dunking,"['v', 'v', 'v']"
1602,meesmokkelen,smuggling,"['n', 'v']"
1603,bejubelen,hail,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1604,ovuleren,ovulate,['v']
1605,piepen,squeak,"['n', 'n', 'v']"
1606,voorzeggen,foretelling,"['n', 'n', 'v', 'v', 'v']"
1607,moedigen,encourage,"['v', 'v', 'v']"
1608,verkassen,relocate,"['v', 'v']"
1609,adviseren,to advise,[]
1610,aanhouden,persist,"['v', 'v', 'v']"
1611,koppelen,to link,[]
1612,sneuvelen,die,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1613,oppikken,pick up,[]
1614,superwezen,super being,[]
1615,wieken,blades,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1616,ongeslepen,uncut,"['a', 'a', 'a', 'a', 'a', 's', 's']"
1617,terechtwijzen,to correct,[]
1618,versnellen,accelerate,"['v', 'v']"
1619,zweetvoeten,sweaty feet,[]
1620,omroepen,broadcasters,"['n', 'n']"
1621,opsommen,sum up,[]
1622,ontluizen,delousing,['v']
1623,wegkwijnen,languish,"['v', 'v', 'v']"
1624,smullen,feast,"['n', 'n', 'n', 'n', 'v', 'v', 'v']"
1625,aanschuiven,queue up,[]
1626,paratroepen,paratroopers,['n']
1627,inscheuren,tear,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1628,waaien,blow,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1629,bewonen,inhabit,"['v', 'v', 'v']"
1630,verenigen,unite,"['v', 'v', 'v', 'v', 'v', 'v']"
1631,wrijven,to rub,[]
1632,dorsten,thirst,"['n', 'n', 'v', 'v']"
1633,rocken,to rock,[]
1634,vleesgeworden,incarnate,"['v', 'v', 's', 's']"
1635,geraken,get,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1636,opzeggen,terminate,"['v', 'v', 'v', 'v']"
1637,vernielen,wreck,"['n', 'n', 'n', 'n', 'v']"
1638,verkleinen,reduce,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1639,honderdtien,one hundred and ten,[]
1640,spartelen,floundering,"['v', 'v']"
1641,afblijven,hands off,[]
1642,vitten,nagging,"['v', 'v', 'v', 's']"
1643,verzegelen,to seal,[]
1644,associëren,associate,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 's']"
1645,kietelen,tickle,"['n', 'n', 'v', 'v', 'v']"
1646,mislopen,miss out on,[]
1647,onderduiken,go into hiding,[]
1648,concentreren,to concentrate,[]
1649,communiceren,to communicate,[]
1650,uitgeven,to spend,[]
1651,opvoeden,raise,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1652,oplaaien,flare up,[]
1653,leren,to learn,[]
1654,isoleren,isolate,"['v', 'v', 'v', 'v']"
1655,zuigen,suck,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1656,extrapoleren,extrapolate,"['v', 'v', 'v']"
1657,wiegelen,rock,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
1658,inlijven,incorporate,"['v', 'v', 'v', 'v', 's']"
1659,lepelen,spooning,"['v', 'v']"
1660,stoeien,frolic,"['n', 'v']"
1661,rondhuppelen,hopping around,[]
1662,witwassen,money laundering,[]
1663,vermenigvuldigen,multiply,"['v', 'v', 'v', 'v', 'r']"
1664,men,men,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1665,deltavliegen,hang gliding,[]
1666,druipen,dripping,"['n', 'n', 'v', 'v', 'r']"
1667,identificeren,identify,"['v', 'v', 'v', 'v', 'v', 'v']"
1668,filmmaken,filmmaking,[]
1669,nippen,sipping,['v']
1670,aanraden,recommend,"['v', 'v', 'v']"
1671,omarmen,embrace,"['n', 'n', 'n', 'v', 'v', 'v']"
1672,controletoren,control tower,[]
1673,verdoven,numb,"['v', 's', 's', 's']"
1674,overleven,survive,"['v', 'v', 'v', 'v']"
1675,vereenvoudigen,simplify,['v']
1676,inchecken,checking in,[]
1677,wegstemmen,vote out,[]
1678,opraken,running out,[]
1679,willen,want,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1680,hardlopen,running,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's', 'a', 'a', 's', 's']"
1681,opkikkeren,perk up,[]
1682,uitkramen,talk about,[]
1683,aflezen,read,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1684,interesseren,to interest,[]
1685,versgebakken,freshly baked,[]
1686,minnen,minuses,['n']
1687,doodbloeden,bleed to death,[]
1688,blazen,blow,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1689,afknallen,pop off,[]
1690,afdanken,discard,"['n', 'n', 'n', 'v']"
1691,overdreven,overdone,"['v', 's', 's']"
1692,beveiligen,to secure,[]
1693,afwijken,deviate,"['n', 'v', 'v', 'v', 's']"
1694,uitspreiden,spread out,[]
1695,relaxen,relax,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1696,hongerlijden,to be hungry,[]
1697,socialiseren,socialize,"['v', 'v', 'v', 'v']"
1698,sauteren,sauté,[]
1699,edelmetalen,precious metals,[]
1700,hypnotiseren,hypnotize,['v']
1701,verpanden,pledge,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1702,ploffen,pop,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 'r']"
1703,oppotten,hoard,"['n', 'v', 'v']"
1704,waggelen,totter,"['v', 'v', 'v']"
1705,kalfsleren,calf leather,[]
1706,acteren,Act,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1707,synchroonzwemmen,synchronized swimming,[]
1708,bezaaien,litter,"['n', 'n', 'n', 'n', 'v', 'v', 'v']"
1709,aren,spikes,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1710,grappen,jokes,"['n', 'n', 'n', 'n', 'v', 'v']"
1711,staven,rods,"['n', 'n', 'n', 'n', 'n', 'n']"
1712,verscherpen,sharpen,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1713,afkloppen,knock off,[]
1714,uitzaaien,metastasize,['v']
1715,wriemelen,squirm,"['n', 'v']"
1716,grutten,grits,"['n', 'n', 'n', 'v', 'v']"
1717,vervlogen,gone,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 's', 's']"
1718,kniezen,mope,"['n', 'v', 'v']"
1719,onterven,disinherit,['v']
1720,pulken,pick,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1721,frituren,frying,"['n', 'v', 'v', 'v']"
1722,recyclen,to recycle,[]
1723,heupbeen,hip bone,[]
1724,schaden,harm,"['n', 'n', 'n', 'v']"
1725,joggen,to jog,[]
1726,uitspelen,play it out,[]
1727,kunnen,being able,[]
1728,doorslikken,swallow,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1729,houden,to keep,[]
1730,creëren,to create,[]
1731,knikkeren,marbles,"['n', 'n', 'n', 'n', 'n', 'v']"
1732,uitbraken,outbreaks,['n']
1733,marmeren,marble,"['n', 'n', 'n', 'v']"
1734,tekenen,to draw,[]
1735,hinniken,whinny,"['n', 'v']"
1736,verlekkeren,delight,"['n', 'n', 'v', 'v', 'v']"
1737,paarrijden,horse riding,[]
