index,word,translation,tag
101844,afzuiger,extractor,N
101845,afzie,renounce,N
101846,afwijzingsbrieven,rejection letters,N
101847,afwijk,deviate,N
101848,afweerwonden,defensive wounds,N
101849,afweermiddelen,repellents,N
101850,afweermiddel,repellent,N
101851,afweermechanisme,defense mechanism,N
101852,afvoersysteem,drainage,N
101853,afvoerput,drain,N
101854,afvloeiing,outflow,N
101855,aftrapt,kicks off,N
101856,afstudeercadeau,graduation gift,N
101857,afstompend,stultifying,N
101858,afstandsverklaring,waiver,N
101859,afstandsraketten,range missiles,N
101860,afsluitingen,closures,N
101861,afschrijvingen,depreciation,N
101862,afscheidswoorden,parting words,N
101863,afscheidswip,afscheidswip,N
101864,afscheidslied,loathe-to-depart,N
101865,afscheidsbrieven,farewell letters,N
101866,afscheidsborrel,farewell drink,N
101867,afscheid.,goodbye.,N
101868,aframmelingen,beatings,N
101869,afpraak,afpraak,N
101870,afpakten,snatched,N
101871,afmat,debilitating,N
101872,afluisterzaak,eavesdropping case,N
101873,afleidingsactie,diversion,N
101874,afleidingsaanval,diversionary attack,N
101875,afleiding.,diversion.,N
101876,afklemmen,Disconnect,N
101877,afkeuringen,rejections,N
101878,afghaan,afghan,N
101879,afgelachen,of laughter,N
101880,afentoe,occasionally,N
101881,afdwalingen,digressions,N
101882,afdichtingmateriaal,sealing material,N
101883,afdelingschefs,department heads,N
101884,afbreking,break,N
101885,afblies,call off,N
101886,afbijtmiddel,stripper,N
101887,afbetalingsregeling,repayment schedule,N
101888,afbetalen.,pay off.,N
101889,advocatenfirma's,law firms,N
101890,advocaatskosten,attorney fees,N
101891,adviesje,adviesje,N
101892,adresje,haven,N
101893,adrenalinepeil,adrenalin,N
101894,adoratie,adoration,N
101895,adoptiezoon,adopted son,N
101896,adoptiekinderen,adopted children,N
101897,adoptiefouders,adoptive parents,N
101898,administrator,administrator,N
101899,adjectief,adjective,N
101900,adertje,vein,N
101901,ademhalertje,ademhalertje,N
101902,addres,addres,N
101903,adamskostuum,birthday suit,N
101904,actlvitelten,actlvitelten,N
101905,actiepoppetjes,action figures,N
101906,actiehelden,action heroes,N
101907,actiecomitÈ,Action Committee,N
101908,actie.,action.,N
101909,acteercoach,acting coach,N
101910,acteercarriËre,acting career,N
101911,acroniemen,acronyms,N
101912,achterwand,rear wall,N
101913,achtervolgingswaanzin,paranoia,N
101914,achtervolgings,of pursuit,N
101915,achtertoneel,downstage,N
101916,achterpoort,rear port,N
101917,achterkant.,rear end.,N
101918,achterkamers,backroom,N
101919,achterin.,in the back.,N
101920,achterhoofdsbeen,occiput,N
101921,achtergrondverhaal,backstory,N
101922,achtergrondkleur,background colour,N
101923,achterflap,back cover,N
101924,achterbenen,hind legs,N
101925,achterbanken,rear seats,N
101926,achterbaksheid,backstabbing,N
101927,achteloosheid,negligence,N
101928,acetylcholine,acetylcholine,N
101929,acetaminophen,acetaminophen,N
101930,accountantsonderzoek,audit,N
101931,accountantskantoor,accounting firm,N
101932,accomodatie,accommodation,N
101933,academle,academle,N
101934,absolvo,absolvo,N
101935,abso-fucking-luut,abso-fucking-luut,N
101936,abnormaliteiten,abnormalities,N
101937,abdijen,abbeys,N
101938,aaswinkel,bait shop,N
101939,aaseter,scavenger,N
101940,aartsrivaal,archrival,N
101941,aartsdiaken,archdeacon,N
101942,aardvrouw,kind woman,N
101943,aardrijkskundeboek,geography book,N
101944,aardlek,Ground Fault,N
101945,aardje,chip off the old,N
101946,aardigheidjes,niceties,N
101947,aardes,Earths,N
101948,aardappelzak,potato sack,N
101949,aardappelveld,potato field,N
101950,aardappelsla,potato salad,N
101951,aardappelschiller,potato peeler,N
101952,aardappelkoekjes,potato cookies,N
101953,aanwezigheden,presences,N
101954,aanwervingen,recruitments,N
101955,aanvullingen,additions,N
101956,aanvoerlijnen,supply lines,N
101957,aanvlucht,aanvlucht,N
101958,aanvangstijd,start time,N
101959,aanvangssalaris,commencing salary,N
101960,aanvalsvoertuig,assault vehicle,N
101961,aanvalsteams,attack teams,N
101962,aanvalsstrategieÎn,aanvalsstrategieÎn,N
101963,aanvalssnelheid,attack speed,N
101964,aanvalspunt,point of attack,N
101965,aanvalsplannen,attack plans,N
101966,aanvalsgolven,attack waves,N
101967,aanvalscode,attack code,N
101968,aanvaard.,accepted.,N
101969,aantrekkingskrachten,attractive forces,N
101970,aanstekerbenzine,lighter fluid,N
101971,aanschijns,brow,N
101972,aanplakborden,billboards,N
101973,aanplakbord,billboard,N
101974,aannemelijkheid,acceptability,N
101975,aanloopje,run up,N
101976,aanleidingen,reasons,N
101977,aankoopbon,purchase,N
101978,aanknoping,connecting factor,N
101979,aanhef,salutation,N
101980,aanhangster,supporter,N
101981,aangiften,returns,N
101982,aangeboden.,offered.,N
101983,aanduidingen,indications,N
101984,aandelenbeurs,stock exchange,N
101985,aandeeltje,aandeeltje,N
101986,aanbetalingen,payments,N
101987,aan'-knop,power button,N
101988,aambeienzalf,hemorrhoids ointment,N
101989,aalscholvers,cormorants,N
101990,a-politiek,apolitical,N
101991,8-track,8-track,N
101992,60's,60's,N
101993,5b,5b,N
101994,5a,5a,N
101995,4o,4o,N
101996,40-plussers,40+,N
101997,3d-model,3d-model,N
101998,2e-jaars,2nd year,N
101999,18-wieler,18-wheeler,N
102000,12jaar,12 years,N
102001,10jaar,10 years,N
102002,"1,000-per-uur","1,000 per hour",N
102003,0ver,0ver,N
102004,óomdat,óomdat,SPEC
102005,zwarte_vrijdag,zwarte_vrijdag,SPEC
102006,zuid_texas,zuid_texas,SPEC
102007,zuid-wales,South Wales,SPEC
102008,zuid-ltaliÎ,South ltaliÎ,SPEC
102009,zuid-londen,South London,SPEC
102010,zoroaster,zoroaster,SPEC
102011,zorba,zorba,SPEC
102012,zonnedans,sun dance,SPEC
102013,zong.,sang.,SPEC
102014,zerstˆrung,zerstrung,SPEC
102015,zeppo,zeppo,SPEC
102016,zeffirelli's,Zeffirelli's,SPEC
102017,zeeland,Zealand,SPEC
102018,zebede¸s,zebede¸s,SPEC
102019,zachtjes.,gently.,SPEC
102020,zabar,zabar,SPEC
102021,z.f.t,z.f.t,SPEC
102022,z's,z's,SPEC
102023,yves_saint_laurent,yves_saint_laurent,SPEC
102024,yuki_mato,yuki_mato,SPEC
102025,yosemite_sam,yosemite_sam,SPEC
102026,yasser_arafat,yasser_arafat,SPEC
102027,yanni,Yanni,SPEC
102028,yankton,yankton,SPEC
102029,yankee_doodle_dandy,yankee_doodle_dandy,SPEC
102030,yankee-leger,Yankee army,SPEC
102031,y.m.c.a,y.m.c.a,SPEC
102032,xyz,xyz,SPEC
102033,xxx,xxx,SPEC
102034,xs,xs,SPEC
102035,xenophon,xenophon,SPEC
102036,www.ondertitels.nl,www.ondertitels.nl,SPEC
102037,www.blerdopje.com,www.blerdopje.com,SPEC
102038,wwli,wwli,SPEC
102039,wwf,wwf,SPEC
102040,wvs,wvs,SPEC
102041,wrigley_field,wrigley_field,SPEC
102042,wormwood,wormwood,SPEC
102043,worfs,Worf,SPEC
102044,woolworths,woolworths,SPEC
102045,wookie,wookie,SPEC
102046,woody_harrelson,woody_harrelson,SPEC
102047,woman's,woman's,SPEC
102048,wolfs,wolfs,SPEC
102049,wolf_blitzer,wolf_blitzer,SPEC
102050,wlnkel,wlnkel,SPEC
102051,wljn,wljn,SPEC
102052,wlj_zljn,wlj_zljn,SPEC
102053,witte_nijl,witte_nijl,SPEC
102054,witte_donderdag,white Thursday,SPEC
102055,witness,witness,SPEC
102056,wit-rusland,Belarus,SPEC
102057,winton_chalmers,winton_chalmers,SPEC
102058,winterpaleis,winter palace,SPEC
102059,winter.,winter.,SPEC
102060,window,window,SPEC
102061,wilson_pickett,wilson_pickett,SPEC
102062,willie_dixon,willie_dixon,SPEC
102063,william_shatner,william_shatner,SPEC
102064,william_mckinley,william_mckinley,SPEC
102065,william_jeffries,william_jeffries,SPEC
102066,william_butler_yeats,william_butler_yeats,SPEC
102067,william_burchall,william_burchall,SPEC
102068,william_brereton,william_brereton,SPEC
102069,willem_tell,willem_tell,SPEC
102070,willard_scott,willard_scott,SPEC
102071,wilhelm_reich,wilhelm_reich,SPEC
102072,wie-je-ook-bent,whoever you are,SPEC
102073,wi-fi,wi-fi,SPEC
102074,white_album,white_album,SPEC
102075,wheeling,wheeling,SPEC
102076,wheaton_high,wheaton_high,SPEC
102077,wexford,wexford,SPEC
102078,wett,wett,SPEC
102079,westly,Westly,SPEC
102080,westinghouse,westinghouse,SPEC
102081,westfalen,Westphalia,SPEC
102082,west_kust,west_kust,SPEC
102083,west-end,west end,SPEC
102084,werkelijkheid.,reality.,SPEC
102085,wereldoorlog.,II.,SPEC
102086,wereld...kan,world can ...,SPEC
102087,welness,wellness,SPEC
102088,wekelljks,wekelljks,SPEC
102089,weimar,weimar,SPEC
102090,wear,wear,SPEC
102091,waxman,waxman,SPEC
102092,wauw.,Wow.,SPEC
102093,watson's,watson's,SPEC
102094,waterworld,waterworld,SPEC
102095,watertown,watertown,SPEC
102096,watermannen,water men,SPEC
102097,wat--wat,what what,SPEC
102098,wasteland,wasteland,SPEC
102099,washington_redskins,washington_redskins,SPEC
102100,washington.,Washington.,SPEC
102101,washington's,washington's,SPEC
102102,warren_zevon,warren_zevon,SPEC
102103,warning,warning,SPEC
102104,wanna,wanna,SPEC
102105,wang_chung,wang_chung,SPEC
102106,wanamaker,wanamaker,SPEC
102107,walter_mondale,walter_mondale,SPEC
102108,wally_west,wally_west,SPEC
102109,wallens_ridge,wallens_ridge,SPEC
102110,waiting,waiting,SPEC
102111,waite,waite,SPEC
102112,wagner.,wagner.,SPEC
102113,wael,wael,SPEC
102114,waardigheid.,dignity.,SPEC
102115,vrolljk_kerstfeest,vrolljk_kerstfeest,SPEC
102116,vraag_max,vraag_max,SPEC
102117,vraag_lincoln,vraag_lincoln,SPEC
102118,volksrepubliek_china,volksrepubliek_china,SPEC
102119,vo,vo,SPEC
102120,vls,vls,SPEC
102121,vljf_maanden_later,vljf_maanden_later,SPEC
102122,vlak_blj,vlak_blj,SPEC
102123,vivian_malone,vivian_malone,SPEC
102124,vivant,vivant,SPEC
102125,vitellius,Vitellius,SPEC
102126,virginian,virginian,SPEC
102127,virginia_slims,virginia_slims,SPEC
102128,virginia's,virginia's,SPEC
102129,virgil's,virgil's,SPEC
102130,vinnies,vinnies,SPEC
102131,vincent_price,vincent_price,SPEC
102132,vijf-nul,five-zero,SPEC
102133,vietnam.,Vietnam.,SPEC
102134,victoriano_huerta,victoriano_huerta,SPEC
102135,victorianen,Victorians,SPEC
102136,victor_mature,victor_mature,SPEC
102137,victor_laszlo,victor_laszlo,SPEC
102138,victoire,victoire,SPEC
102139,veux,veux,SPEC
102140,verzamelbrillen,collecting eyeglasses,SPEC
102141,verwarmings,heating,SPEC
102142,veroorzaakt.,causes.,SPEC
102143,veronica_townsend,veronica_townsend,SPEC
102144,verona's,verona's,SPEC
102145,verminker,verminker,SPEC
102146,verjaardagskado,birthday present,SPEC
102147,verenigde_staten.,United States.,SPEC
102148,verdi's,verdi's,SPEC
102149,verantwoordelljk,verantwoordelljk,SPEC
102150,venture,venture,SPEC
102151,ventura_county,ventura_county,SPEC
102152,venetiÎrs,venetiÎrs,SPEC
102153,vatikaan,vatican,SPEC
102154,vas,vas,SPEC
102155,varkens.,pigs.,SPEC
102156,van_salman_kohl,van_salman_kohl,SPEC
102157,van_roy,van_roy,SPEC
102158,van_danny,van_danny,SPEC
102159,van_anna,van_anna,SPEC
102160,valente_sarah,valente_sarah,SPEC
102161,vaizey,Vaizey,SPEC
102162,vain,vain,SPEC
102163,vaillant,vaillant,SPEC
102164,vaarwel.,farewell.,SPEC
102165,v1,v1,SPEC
102166,v.s._okÈ,v.s._okÈ,SPEC
102167,v-15,V-15,SPEC
102168,utrecht,utrecht,SPEC
102169,uther's,Uther's,SPEC
102170,utero,utero,SPEC
102171,us_steel,us_steel,SPEC
102172,upn,uPN,SPEC
102173,upl,upl,SPEC
102174,unter,unter,SPEC
102175,unlon,unlon,SPEC
102176,unlimited,unlimited,SPEC
102177,unesco,uNESCO,SPEC
102178,underwater,underwater,SPEC
102179,unde,unde,SPEC
102180,uly.,uly.,SPEC
102181,ucsd,uCSD,SPEC
102182,u_jezus,u_jezus,SPEC
102183,u.s.s.,U.S.S.,SPEC
102184,u.s.a,U.S.A.,SPEC
102185,u.s._air_force,u.s._air_force,SPEC
102186,u.s,U.S,SPEC
102187,u.k.,U.K.,SPEC
102188,u._man,u._man,SPEC
102189,tyrus,tyrus,SPEC
102190,tyrs,Tyr,SPEC
102191,tyrannosaurus_rex,tyrannosaurus_rex,SPEC
102192,tyler.,tyler.,SPEC
102193,twix,twix,SPEC
102194,turandot,turandot,SPEC
102195,tuner,tuner,SPEC
102196,tuan,tuan,SPEC
102197,trÈs,TRES,SPEC
102198,trusty,trusty,SPEC
102199,troubles,troubles,SPEC
102200,troilus,troilus,SPEC
102201,triceratops,triceratops,SPEC
102202,tric,tric,SPEC
102203,trevor's,trevor's,SPEC
102204,trekke,draw,SPEC
102205,traviata,traviata,SPEC
102206,travelers,by Travelers,SPEC
102207,trastevere,trastevere,SPEC
102208,traps,traps,SPEC
102209,transylvanie,Transylvania,SPEC
102210,transit_authority,transit_authority,SPEC
102211,trains,trains,SPEC
102212,trainen.,train.,SPEC
102213,toyota's,toyota's,SPEC
102214,towser,Towser,SPEC
102215,towering,towering,SPEC
102216,toverberg,magic mountain,SPEC
102217,touched,touchedangel,SPEC
102218,touch_of_eden,touch_of_eden,SPEC
102219,toshiba,toshiba,SPEC
102220,torquemada,torquemada,SPEC
102221,top_hat,top_hat,SPEC
102222,top.,top.,SPEC
102223,toon_berouw,toon_berouw,SPEC
102224,tooley,tooley,SPEC
102225,tonya_harding,tonya_harding,SPEC
102226,tony_soprano's,tony_soprano's,SPEC
102227,tony_roma's,tony_roma's,SPEC
102228,tony_lewis,tony_lewis,SPEC
102229,tonopah,tonopah,SPEC
102230,tommy_g,tommy_g,SPEC
102231,tommy_doyle,tommy_doyle,SPEC
102232,tom_sullivan,tom_sullivan,SPEC
102233,tom_selleck,tom_selleck,SPEC
102234,tom_mix,tom_mix,SPEC
102235,tom_miller,tom_miller,SPEC
102236,tom_collins,tom_collins,SPEC
102237,tom_baker,tom_baker,SPEC
102238,tolson,Tolson,SPEC
102239,tolhuis,tollbooth,SPEC
102240,tolerance,tolerance,SPEC
102241,told,told,SPEC
102242,toklo,toklo,SPEC
102243,toestand.,status.,SPEC
102244,toedeledoki,toedeledoki,SPEC
102245,tods,tods,SPEC
102246,toby_ziegler,toby_ziegler,SPEC
102247,tlm,tlm,SPEC
102248,tljden,tljden,SPEC
102249,tlc,tlc,SPEC
102250,tits,tits,SPEC
102251,tirools,tyrolean,SPEC
102252,tippy,tippy,SPEC
102253,tina_kennard,tina_kennard,SPEC
102254,timothy_foyle,timothy_foyle,SPEC
102255,timothy_dalton,timothy_dalton,SPEC
102256,timberlake,timberlake,SPEC
102257,tiergarten,tiergarten,SPEC
102258,tibia,tibia,SPEC
102259,thurston,thurston,SPEC
102260,thule,thule,SPEC
102261,thomas_evers,thomas_evers,SPEC
102262,thomas_avery,thomas_avery,SPEC
102263,thomas.,thomas.,SPEC
102264,thomans_avery,thomans_avery,SPEC
102265,thin,thin,SPEC
102266,theodore_newlin,theodore_newlin,SPEC
102267,thelonius_monk,thelonius_monk,SPEC
102268,the_white_album,the_white_album,SPEC
102269,the_site,the_site,SPEC
102270,the_rolling_stones,the_rolling_stones,SPEC
102271,the_road,the_road,SPEC
102272,the_news,the_news,SPEC
102273,the_muppet_show,the_muppet_show,SPEC
102274,the_land,the_land,SPEC
102275,the_guns,the_guns,SPEC
102276,the_empire_state,the_empire_state,SPEC
102277,the_byrds,the_byrds,SPEC
102278,the_bronx,the_bronx,SPEC
102279,thanksgivings,Thanksgivings,SPEC
102280,texas_air,texas_air,SPEC
102281,tex-mex,Tex-Mex,SPEC
102282,tevye,Tevye,SPEC
102283,teutoonse,teutonic,SPEC
102284,testarossa,testarossa,SPEC
102285,tesla-spoel,tesla coil,SPEC
102286,terwljl,terwljl,SPEC
102287,terry_mcmillan,terry_mcmillan,SPEC
102288,terminis,terminis,SPEC
102289,teresa's,teresa's,SPEC
102290,tenth,tenth,SPEC
102291,tenerife,tenerife,SPEC
102292,tempelhof,tempelhof,SPEC
102293,teller's,teller's,SPEC
102294,tehachapi,tehachapi,SPEC
102295,ted_packard,ted_packard,SPEC
102296,team_proudly_presents,team_proudly_presents,SPEC
102297,team_delta,team_delta,SPEC
102298,td,td,SPEC
102299,taxi_driver,taxi_driver,SPEC
102300,tartaren,Tartars,SPEC
102301,tarquin,Tarquin,SPEC
102302,tanqueray,tanqueray,SPEC
102303,tallyho,Tallyho,SPEC
102304,taking,taking,SPEC
102305,tajikistan,tajikistan,SPEC
102306,tail,tail,SPEC
102307,tah,tah,SPEC
102308,tafts,Tafts,SPEC
102309,tae,tae,SPEC
102310,t.a.,T.A.,SPEC
102311,t-14,t-14,SPEC
102312,s˚r,Sr,SPEC
102313,s·nchez,s · Sánchez,SPEC
102314,symphony,symphony,SPEC
102315,sylars,sylars,SPEC
102316,swinton,swinton,SPEC
102317,sweeneys,Sweeneys,SPEC
102318,suz,suz,SPEC
102319,susan_lvanova,susan_lvanova,SPEC
102320,susan_hayward,susan_hayward,SPEC
102321,susan_anthony,susan_anthony,SPEC
102322,sunny_side,sunny_side,SPEC
102323,sunland,sunland,SPEC
102324,sullivan_show,sullivan_show,SPEC
102325,suisse,suisse,SPEC
102326,streetcar_named_desire,streetcar_named_desire,SPEC
102327,street.,street.,SPEC
102328,stravinsky's,stravinsky's,SPEC
102329,stralings,radiation,SPEC
102330,strafblad.,criminal record.,SPEC
102331,stockholm_syndroom,stockholm_syndroom,SPEC
102332,stilstaan.,stop.,SPEC
102333,stillmach,still mach,SPEC
102334,stewarts,Stewarts,SPEC
102335,stevie's,stevie's,SPEC
102336,steven_haladki,steven_haladki,SPEC
102337,steve_reeves,steve_reeves,SPEC
102338,sterre,star,SPEC
102339,steady_car_rentals,steady_car_rentals,SPEC
102340,steadman,steadman,SPEC
102341,ste,th,SPEC
102342,state_farm,state_farm,SPEC
102343,stargate_sg-1,stargate_sg-1,SPEC
102344,stanislavski,Stanislavski,SPEC
102345,stamp_act,stamp_act,SPEC
102346,stalin's,stalin's,SPEC
102347,stade,stade,SPEC
102348,stackhouses,stack houses,SPEC
102349,staatsopera,state opera,SPEC
102350,st.john,st.john,SPEC
102351,st._pieter,st._pieter,SPEC
102352,st._patrick,st._patrick,SPEC
102353,st._maurice,st._maurice,SPEC
102354,st._james's_park,st._james's_park,SPEC
102355,st._helena,st._helena,SPEC
102356,st._elmo's_fire,st._elmo's_fire,SPEC
102357,st._claire's,st._claire's,SPEC
102358,st._catherine's,st._catherine's,SPEC
102359,st._catherine,st._catherine,SPEC
102360,st._anne,st._anne,SPEC
102361,st._andrews,st._andrews,SPEC
102362,st._alban,st._alban,SPEC
102363,ss_minnow,ss_minnow,SPEC
102364,srebrenica,Srebrenica,SPEC
102365,spreek.,speak.,SPEC
102366,spree,Spree,SPEC
102367,sporty_spice,sporty_spice,SPEC
102368,spoorwegstation,railway station,SPEC
102369,spitsbergen,spitsbergen,SPEC
102370,spitfires,spitfires,SPEC
102371,spiro_agnew,spiro_agnew,SPEC
102372,spikey,spikey,SPEC
102373,spf,spf,SPEC
102374,speeders,speeders,SPEC
102375,speech.,speech.,SPEC
102376,special_services,special_services,SPEC
102377,spank,Spank,SPEC
102378,spanje.,Spain.,SPEC
102379,spaanse_burgeroorlog,spaanse_burgeroorlog,SPEC
102380,sopranos,sopranos,SPEC
102381,sophocles,sophocles,SPEC
102382,sookie_stackhouse,sookie_stackhouse,SPEC
102383,soo,soo,SPEC
102384,sont,sont,SPEC
102385,soms.,sometimes.,SPEC
102386,somerville,Somerville,SPEC
102387,solzjenitsyn,Solzhenitsyn,SPEC
102388,soldier,soldier,SPEC
102389,sol_star,sol_star,SPEC
102390,sofia's,sofia's,SPEC
102391,socom,socom,SPEC
102392,smokey_robinson,smokey_robinson,SPEC
102393,smoke.,smoke.,SPEC
102394,smoke's,smoke's,SPEC
102395,smithfield,smithfield,SPEC
102396,smidt,Smidt,SPEC
102397,slurpee,slurpee,SPEC
102398,slnds,slnds,SPEC
102399,slimfast,slimfast,SPEC
102400,skye,skye,SPEC
102401,sjikse,shiksa,SPEC
102402,situation,situation,SPEC
102403,sire.,Sire.,SPEC
102404,sir_walter_scott,sir_walter_scott,SPEC
102405,sir_harry,sir_harry,SPEC
102406,sioux_falls,sioux_falls,SPEC
102407,sint_vincent,sint_vincent,SPEC
102408,sint_juttemis,sint_juttemis,SPEC
102409,sint_franciscus,sint_franciscus,SPEC
102410,singin'in,singin'in,SPEC
102411,simon_butter,simon_butter,SPEC
102412,silvio_dante,silvio_dante,SPEC
102413,silver_bullet,silver_bullet,SPEC
102414,silly_putty,silly_putty,SPEC
102415,silicon,silicone,SPEC
102416,sikozu_shanu,sikozu_shanu,SPEC
102417,sigismund,sigismund,SPEC
102418,siesta,siesta,SPEC
102419,sick,sick,SPEC
102420,sibi,sibi,SPEC
102421,shook,shook,SPEC
102422,sherwood_forest,sherwood_forest,SPEC
102423,sheriff_truman,sheriff_truman,SPEC
102424,sheriff_bullock,sheriff_bullock,SPEC
102425,shelleys,Shelleys,SPEC
102426,sheldons,Sheldon,SPEC
102427,sheesh,sheesh,SPEC
102428,shean,shean,SPEC
102429,sharons,Sharon,SPEC
102430,shandy,shandy,SPEC
102431,shaky,shaky,SPEC
102432,shaftesbury_avenue,shaftesbury_avenue,SPEC
102433,sewards,Seward,SPEC
102434,seversk,Seversk,SPEC
102435,seventh_street,seventh_street,SPEC
102436,servo-kroatisch,servo-kroatisch,SPEC
102437,serious,serious,SPEC
102438,sergi,sergi,SPEC
102439,ser,ser,SPEC
102440,send,send,SPEC
102441,seigneur,seigneur,SPEC
102442,seh,seh,SPEC
102443,seed,seed,SPEC
102444,section,section,SPEC
102445,sean's,sean's,SPEC
102446,sdl,sdl,SPEC
102447,schˆneberg,Schöneberg,SPEC
102448,schuldlg,schuldlg,SPEC
102449,schoonheld,clean hero,SPEC
102450,scheiﬂe,separating fl e,SPEC
102451,scheba,Sheba,SPEC
102452,schaduw.,shadow.,SPEC
102453,scarlett_johansson,scarlett_johansson,SPEC
102454,scarab,scarab,SPEC
102455,scandinaviÎrs,scandinaviÎrs,SPEC
102456,saxons,saxons,SPEC
102457,saved,saved,SPEC
102458,saudi_arabiÎ,saudi_arabiÎ,SPEC
102459,saudi_arabie,Saudi Arabia,SPEC
102460,satellite,satellite,SPEC
102461,saskatoon,saskatoon,SPEC
102462,sarah_walker,sarah_walker,SPEC
102463,sarah_davis,sarah_davis,SPEC
102464,sappho,sappho,SPEC
102465,sao_paulo,Sao_Paulo,SPEC
102466,sanwa,Sanwa,SPEC
102467,santos_jiminez,santos_jiminez,SPEC
102468,sanka,sanka,SPEC
102469,sandra_day_o'connor,sandra_day_o'connor,SPEC
102470,san_rafael,san_rafael,SPEC
102471,san_martin,san_martin,SPEC
102472,san_luis_obispo,san_luis_obispo,SPEC
102473,san_fran,san_fran,SPEC
102474,san_cristobal,san_cristobal,SPEC
102475,san_bernadino,san_bernadino,SPEC
102476,san_berdoo,san_berdoo,SPEC
102477,samuel_l._jackson,samuel_l._jackson,SPEC
102478,samsons,Samsons,SPEC
102479,samoaans,Samoan,SPEC
102480,samaritan,samaritan,SPEC
102481,sam_phillips,sam_phillips,SPEC
102482,sam_crow's,sam_crow's,SPEC
102483,salvador_allende,salvador_allende,SPEC
102484,salute,salute,SPEC
102485,sally_jesse,sally_jesse,SPEC
102486,salesman,salesman,SPEC
102487,saint_anthony,saint_anthony,SPEC
102488,sagittarius,sagittarius,SPEC
102489,saddam's,saddam's,SPEC
102490,sadat,sadat,SPEC
102491,sacremento,sacremento,SPEC
102492,sa-7,SA-7,SPEC
102493,s.m.,s.m.,SPEC
102494,s.a.s.,s.a.s.,SPEC
102495,s-bahn,s-Bahn,SPEC
102496,ryker's,ryker's,SPEC
102497,ryan_o'neal,ryan_o'neal,SPEC
102498,ryan.,ryan.,SPEC
102499,ruperts,Rupert,SPEC
102500,rupert_murdoch,rupert_murdoch,SPEC
102501,rundstedt,Rundstedt,SPEC
102502,rumble,Rumble,SPEC
102503,ruhr,ruhr,SPEC
102504,rsi,rSI,SPEC
102505,royal_shakespeare_company,royal_shakespeare_company,SPEC
102506,royal_flush,royal_flush,SPEC
102507,royal_albert_hall,royal_albert_hall,SPEC
102508,roy_campanella,roy_campanella,SPEC
102509,roussillon,roussillon,SPEC
102510,rough_riders,rough_riders,SPEC
102511,rosswell,ross well,SPEC
102512,ross_perot,ross_perot,SPEC
102513,ross_geller,ross_geller,SPEC
102514,rosie's,rosie's,SPEC
102515,rosetti,rosetti,SPEC
102516,ropers,ropers,SPEC
102517,roomse_kerk,roomse_kerk,SPEC
102518,ron_jeremy,ron_jeremy,SPEC
102519,ron_hubbard,ron_hubbard,SPEC
102520,romington,romington,SPEC
102521,roman_holiday,roman_holiday,SPEC
102522,rolaids,Rolaids,SPEC
102523,roissy,roissy,SPEC
102524,rogers_field,rogers_field,SPEC
102525,rodman,rodman,SPEC
102526,robocops,robocops,SPEC
102527,robert_walker,robert_walker,SPEC
102528,robert_rubia,robert_rubia,SPEC
102529,robert_lee,robert_lee,SPEC
102530,robert_kennedy's,robert_kennedy's,SPEC
102531,robert_e_lee,robert_e_lee,SPEC
102532,robert_downey_jr.,robert_downey_jr.,SPEC
102533,rob_zombie,rob_zombie,SPEC
102534,rlsd,RLSD,SPEC
102535,rlj,RLJ,SPEC
102536,rlchard,rlchard,SPEC
102537,rivoli,rivoli,SPEC
102538,riverhead,riverhead,SPEC
102539,river_valley,river_valley,SPEC
102540,rijdt.,driving.,SPEC
102541,ricola,Ricola,SPEC
102542,rick_savage,rick_savage,SPEC
102543,rick_de,rick_de,SPEC
102544,richie.,richie.,SPEC
102545,richard_fish,richard_fish,SPEC
102546,rho,rho,SPEC
102547,rhapsody_in_blue,rhapsody_in_blue,SPEC
102548,reza,reza,SPEC
102549,revlon,revlon,SPEC
102550,reverse_flash,reverse_flash,SPEC
102551,returns,returns,SPEC
102552,resync,resync,SPEC
102553,resistance,resistance,SPEC
102554,researcher,researcher,SPEC
102555,res_ipsa,res_ipsa,SPEC
102556,reparatle,reparatle,SPEC
102557,reiter,reiter,SPEC
102558,reindeer,reindeer,SPEC
102559,regina's,regina's,SPEC
102560,reggie's,reggie's,SPEC
102561,regarding,Regarding,SPEC
102562,reeses,reeses,SPEC
102563,redondo,redondo,SPEC
102564,red_hot,red_hot,SPEC
102565,recife,recife,SPEC
102566,rechercheur_brett_hopper,rechercheur_brett_hopper,SPEC
102567,raza's,raza's,SPEC
102568,ray_collins,ray_collins,SPEC
102569,rated,rated,SPEC
102570,rashida,rashida,SPEC
102571,rascals,rascals,SPEC
102572,raouls,Raouls,SPEC
102573,rang.,rank.,SPEC
102574,randy_jackson,randy_jackson,SPEC
102575,randolph's,randolph's,SPEC
102576,randolf,randolf,SPEC
102577,randall_hyde,randall_hyde,SPEC
102578,rancor,rancor,SPEC
102579,rajasthan,rajasthan,SPEC
102580,raison,raison,SPEC
102581,rainers,Rainers,SPEC
102582,raiders_of,raiders_of,SPEC
102583,raging,raging,SPEC
102584,radlo,Radlo,SPEC
102585,radio_moskou,radio_moskou,SPEC
102586,radio_berlijn,radio_berlijn,SPEC
102587,radiation,radiation,SPEC
102588,rachel.,rachel.,SPEC
102589,racel_corrigan,racel_corrigan,SPEC
102590,r.j.,R.J.,SPEC
102591,r.a.f.,r.a.f.,SPEC
102592,r-o-a-r-k,r-o-a-r-k,SPEC
